Block,Cell1_0-20,Cell1_20-40,Cell1_40-60,Cell1_60-80,Cell1_80-100,Cell1_100-120,Cell1_120-140,Cell1_140-160,Cell1_160-180,Cell2_0-20,Cell2_20-40,Cell2_40-60,Cell2_60-80,Cell2_80-100,Cell2_100-120,Cell2_120-140,Cell2_140-160,Cell2_160-180,Cell3_0-20,Cell3_20-40,Cell3_40-60,Cell3_60-80,Cell3_80-100,Cell3_100-120,Cell3_120-140,Cell3_140-160,Cell3_160-180,Cell4_0-20,Cell4_20-40,Cell4_40-60,Cell4_60-80,Cell4_80-100,Cell4_100-120,Cell4_120-140,Cell4_140-160,Cell4_160-180
74,0.313455,0.268255,0.136363,0.082818,0.059630,0.076273,0.128502,0.172701,0.168336,0.205735,0.212938,0.199393,0.132631,0.045200,0.064683,0.106446,0.221498,0.375102,0.215708,0.075067,0.116037,0.099750,0.075866,0.091851,0.167817,0.239987,0.211237,0.183585,0.126365,0.166445,0.040698,0.150723,0.051831,0.055265,0.168704,0.108832
75,0.182770,0.189169,0.177136,0.117827,0.040155,0.057463,0.094564,0.196773,0.333231,0.345768,0.143157,0.083890,0.043997,0.006676,0.057488,0.045686,0.134769,0.544575,0.163092,0.112259,0.147866,0.036155,0.133899,0.046045,0.049096,0.149873,0.096683,0.110610,0.141911,0.110766,0.069818,0.081622,0.118786,0.028524,0.200513,0.157467
76,0.363838,0.150639,0.088275,0.046296,0.007025,0.060492,0.048073,0.141812,0.573034,0.189148,0.035693,0.107013,0.064576,0.115852,0.144142,0.160249,0.113028,0.120816,0.116391,0.149327,0.116555,0.073466,0.085887,0.124993,0.030015,0.210992,0.165696,0.072251,0.103943,0.191172,0.115584,0.048100,0.185172,0.213722,0.173157,0.108068
77,0.200645,0.037862,0.113517,0.068501,0.122894,0.152904,0.169990,0.119899,0.128160,0.275039,0.150754,0.094886,0.046123,0.025125,0.129575,0.260058,0.189850,0.306921,0.076643,0.110261,0.202792,0.122610,0.051024,0.196428,0.226713,0.183683,0.114636,0.303428,0.264220,0.118412,0.069555,0.121448,0.158699,0.105970,0.225685,0.145794
78,0.287119,0.047152,0.013009,0.042489,0.050126,0.052976,0.129259,0.158985,0.438946,0.144304,0.078915,0.094736,0.066095,0.050088,0.104772,0.032709,0.041219,0.222304,0.245712,0.079506,0.072115,0.048654,0.074046,0.037026,0.091452,0.265957,0.580699,0.096338,0.087028,0.028046,0.057568,0.048964,0.057212,0.025987,0.095531,0.182939
79,0.201927,0.110427,0.132566,0.092488,0.070089,0.146609,0.045770,0.057679,0.311074,0.165758,0.056791,0.141735,0.083889,0.071350,0.031809,0.099463,0.338880,0.344618,0.134807,0.121779,0.039246,0.080556,0.068516,0.080058,0.036364,0.133678,0.255990,0.187698,0.080510,0.136040,0.092901,0.072621,0.099993,0.140671,0.221068,0.441863
80,0.166594,0.057078,0.142449,0.084312,0.071710,0.031969,0.099964,0.340589,0.346356,0.199595,0.069460,0.107369,0.092299,0.070199,0.084990,0.155281,0.222061,0.195458,0.188645,0.080916,0.136726,0.093369,0.072987,0.100497,0.141381,0.222183,0.444091,0.187822,0.204806,0.018445,0.066922,0.000000,0.082533,0.106408,0.150807,0.162843
81,0.262117,0.091218,0.141002,0.121211,0.092188,0.111613,0.203922,0.291620,0.256684,0.223083,0.153552,0.202256,0.049454,0.183151,0.062982,0.067155,0.205001,0.132247,0.246656,0.268960,0.024223,0.087885,0.000000,0.108386,0.139740,0.198046,0.213852,0.233476,0.105673,0.121270,0.137687,0.089511,0.192944,0.209523,0.084479,0.057980
82,0.221977,0.152791,0.201253,0.049209,0.182243,0.062670,0.066822,0.203985,0.131591,0.150546,0.193148,0.150758,0.095025,0.111091,0.161674,0.038822,0.272908,0.214321,0.232318,0.105150,0.120669,0.137004,0.089067,0.191987,0.208484,0.084060,0.057693,0.269058,0.126490,0.084472,0.043120,0.037323,0.098149,0.022033,0.255468,0.400779
83,0.119322,0.153088,0.119490,0.075316,0.088050,0.128141,0.030770,0.216305,0.169869,0.074071,0.106560,0.195987,0.118495,0.049311,0.189836,0.219104,0.177518,0.110789,0.213254,0.100255,0.066952,0.034176,0.029582,0.077792,0.017463,0.202483,0.317654,0.478315,0.106946,0.020677,0.056294,0.068549,0.097579,0.127991,0.143359,0.369823
84,0.068189,0.098099,0.180425,0.109087,0.045396,0.174763,0.201707,0.163423,0.101992,0.269961,0.235078,0.105352,0.061883,0.108052,0.141195,0.094282,0.200792,0.129714,0.440337,0.098454,0.019035,0.051824,0.063106,0.089831,0.117828,0.131976,0.340459,0.200969,0.193174,0.067584,0.043425,0.006954,0.109006,0.092905,0.211575,0.273451
85,0.246008,0.079602,0.072202,0.048713,0.074135,0.037071,0.091562,0.266277,0.581398,0.096454,0.087132,0.028080,0.057638,0.049023,0.057281,0.026018,0.095646,0.183160,0.270773,0.149033,0.153595,0.063843,0.081842,0.046472,0.049022,0.185359,0.381375,0.108393,0.077188,0.119570,0.217647,0.084098,0.058352,0.051567,0.070423,0.139936
86,0.130715,0.118083,0.038055,0.078111,0.066436,0.077628,0.035260,0.129621,0.248220,0.182001,0.078066,0.131910,0.090081,0.070416,0.096958,0.136401,0.214357,0.428450,0.146896,0.104605,0.162042,0.294957,0.113971,0.079079,0.069884,0.095439,0.189642,0.373810,0.142551,0.067687,0.003482,0.053667,0.088119,0.077400,0.294570,0.247130
87,0.171867,0.073720,0.124566,0.085065,0.066496,0.091559,0.128807,0.202423,0.404595,0.171118,0.186591,0.016804,0.060970,0.000000,0.075193,0.096945,0.137395,0.148360,0.352997,0.134614,0.063918,0.003288,0.050679,0.083213,0.073091,0.278169,0.233370,0.270604,0.235098,0.093417,0.053655,0.021975,0.101204,0.137784,0.297922,0.179162
88,0.213319,0.232608,0.020949,0.076007,0.000000,0.093737,0.120853,0.171279,0.184948,0.201920,0.091391,0.104880,0.119078,0.077413,0.166866,0.181204,0.073061,0.050144,0.337341,0.293078,0.116455,0.066887,0.027395,0.126163,0.171764,0.371396,0.223347,0.051201,0.148475,0.097401,0.220843,0.081147,0.073320,0.065130,0.301352,0.129430
89,0.223916,0.101347,0.116305,0.132050,0.085846,0.185044,0.200944,0.081020,0.055606,0.259327,0.121915,0.081417,0.041560,0.035973,0.094600,0.021236,0.246229,0.386284,0.056779,0.164650,0.108012,0.244901,0.089987,0.081307,0.072225,0.334181,0.143529,0.198096,0.125591,0.089871,0.058129,0.152590,0.102406,0.142031,0.166417,0.322000
90,0.184425,0.086702,0.057901,0.029556,0.025583,0.067276,0.015103,0.175110,0.274713,0.413655,0.092489,0.017882,0.048684,0.059282,0.084388,0.110688,0.123980,0.319830,0.140880,0.089316,0.063913,0.041340,0.108517,0.072828,0.101008,0.118350,0.228996,0.394426,0.191547,0.091672,0.057303,0.048113,0.183488,0.196059,0.293662,0.166867
91,0.322688,0.072149,0.013949,0.037978,0.046245,0.065830,0.086347,0.096715,0.249495,0.147274,0.141562,0.049527,0.031823,0.005096,0.079882,0.068082,0.155046,0.200390,0.307687,0.149424,0.071512,0.044702,0.037533,0.143137,0.152943,0.229082,0.130171,0.173363,0.024844,0.072933,0.023063,0.009689,0.015753,0.151189,0.235306,0.573719
92,0.335962,0.184913,0.190574,0.079214,0.101546,0.057660,0.060824,0.229984,0.473193,0.134490,0.095771,0.148357,0.270047,0.104345,0.072401,0.063982,0.087378,0.173626,0.271575,0.051091,0.058191,0.046983,0.070750,0.073516,0.062909,0.138361,0.367626,0.104471,0.074232,0.135677,0.024758,0.045683,0.021298,0.048084,0.166592,0.131667
93,0.155178,0.110503,0.171178,0.311587,0.120396,0.083538,0.073824,0.100819,0.200335,0.394886,0.150588,0.071503,0.003678,0.056693,0.093088,0.081764,0.311178,0.261063,0.120542,0.085650,0.156548,0.028567,0.052710,0.024574,0.055481,0.192219,0.151921,0.250238,0.081980,0.052628,0.139688,0.045272,0.051159,0.328855,0.183287,0.202739
94,0.344048,0.131201,0.062298,0.003204,0.049394,0.081104,0.071238,0.271117,0.227454,0.263744,0.229138,0.091049,0.052295,0.021418,0.098639,0.134291,0.290370,0.174620,0.218022,0.071426,0.045853,0.121704,0.039444,0.044573,0.286518,0.159690,0.176639,0.203842,0.204893,0.064364,0.081157,0.037836,0.078265,0.110662,0.192089,0.286747
95,0.278710,0.242140,0.096215,0.055262,0.022634,0.104236,0.141911,0.306846,0.184528,0.042302,0.122669,0.080472,0.182459,0.067043,0.060577,0.053810,0.248976,0.106934,0.215409,0.216519,0.068016,0.085762,0.039983,0.082706,0.116942,0.202989,0.303018,0.449207,0.099975,0.065604,0.046715,0.009682,0.044643,0.028666,0.056253,0.256567
96,0.050538,0.146550,0.096138,0.217979,0.080095,0.072369,0.064285,0.297445,0.127751,0.176320,0.111785,0.079992,0.051739,0.135816,0.091148,0.126418,0.148123,0.286603,0.536655,0.119437,0.078375,0.055810,0.011567,0.053334,0.034246,0.067204,0.306514,0.188559,0.191102,0.067746,0.145594,0.036606,0.070403,0.219303,0.124065,0.131799
97,0.147874,0.093751,0.067087,0.043392,0.113905,0.076443,0.106023,0.124226,0.240366,0.414009,0.201057,0.096223,0.060148,0.050502,0.192598,0.205793,0.308242,0.175152,0.158139,0.160271,0.056817,0.122105,0.030700,0.059045,0.183923,0.104050,0.110536,0.217360,0.129068,0.170403,0.063684,0.070962,0.176876,0.187142,0.335676,0.127089
98,0.295213,0.143366,0.068613,0.042889,0.036011,0.137334,0.146743,0.219795,0.124894,0.166335,0.023837,0.069977,0.022128,0.009296,0.015115,0.145060,0.225767,0.550460,0.154990,0.092033,0.121508,0.045410,0.050600,0.126124,0.133443,0.239357,0.090622,0.213267,0.063931,0.066351,0.107269,0.053573,0.143859,0.180153,0.133137,0.284377
99,0.270265,0.050845,0.057910,0.046756,0.070409,0.073161,0.062605,0.137694,0.365852,0.103967,0.073873,0.135023,0.024639,0.045462,0.021195,0.047852,0.165788,0.131032,0.206164,0.124975,0.060158,0.069529,0.163079,0.044459,0.077241,0.176826,0.575354,0.118546,0.047136,0.113600,0.055993,0.162770,0.188152,0.253444,0.075117,0.199322
100,0.126722,0.090042,0.164575,0.030031,0.055413,0.025834,0.058325,0.202074,0.159710,0.263067,0.086184,0.055326,0.146849,0.047593,0.053782,0.345715,0.192684,0.213134,0.144492,0.057453,0.138464,0.068248,0.198395,0.229332,0.308915,0.091558,0.242947,0.251461,0.203191,0.122385,0.265197,0.149464,0.171231,0.031443,0.087915,0.113486
101,0.217264,0.071178,0.045693,0.121281,0.039306,0.044418,0.285522,0.159135,0.176025,0.203134,0.204180,0.064140,0.080875,0.037705,0.077993,0.110278,0.191421,0.285750,0.207678,0.167813,0.101076,0.219023,0.123441,0.141418,0.025969,0.072608,0.093726,0.121604,0.105373,0.042854,0.166249,0.096591,0.127833,0.139701,0.465091,0.248404
102,0.188755,0.189727,0.059600,0.075150,0.035036,0.072472,0.102472,0.177872,0.265523,0.393623,0.087604,0.057486,0.040935,0.008484,0.039119,0.025119,0.049292,0.224821,0.112996,0.097914,0.039820,0.154481,0.089754,0.118784,0.129812,0.432169,0.230820,0.328184,0.091669,0.026987,0.165903,0.141897,0.084336,0.052852,0.117852,0.249184
103,0.469911,0.104583,0.068627,0.048869,0.010128,0.046701,0.029987,0.058846,0.268393,0.165108,0.167334,0.059321,0.127486,0.032053,0.061647,0.192028,0.108635,0.115407,0.391789,0.109435,0.032218,0.198056,0.169398,0.100682,0.063095,0.140692,0.297478,0.118818,0.111866,0.101286,0.174836,0.262918,0.082333,0.121015,0.136870,0.083846
104,0.166866,0.169116,0.059953,0.128844,0.032394,0.062304,0.194073,0.109792,0.116636,0.229355,0.136190,0.179807,0.067198,0.074878,0.186638,0.197470,0.354201,0.134103,0.120083,0.113057,0.102365,0.176698,0.265718,0.083210,0.122304,0.138327,0.084739,0.217413,0.226324,0.184615,0.126717,0.040707,0.165176,0.094946,0.185402,0.339950
105,0.179244,0.106435,0.140522,0.052516,0.058518,0.145860,0.154326,0.276814,0.104803,0.246640,0.073936,0.076734,0.124056,0.061957,0.166371,0.208344,0.153971,0.328878,0.169912,0.176875,0.144279,0.099031,0.031813,0.129088,0.074201,0.144895,0.265676,0.320354,0.180352,0.134821,0.016729,0.293951,0.125126,0.106064,0.126487,0.122816
